(489, 5)
-4.433631524443626404e-02,2.805702202022075653e-02,4.034117236733436584e-02,2.921195700764656067e-02,0.000000000000000000e+00
-4.377517476677894592e-02,-1.676195263862609863e-01,4.092540964484214783e-02,3.343450725078582764e-01,1.000000000000000000e+00
-4.712756723165512085e-02,2.689678035676479340e-02,4.761230945587158203e-02,5.484362691640853882e-02,0.000000000000000000e+00
-4.658963158726692200e-02,-1.688743829727172852e-01,4.870918393135070801e-02,3.621603250503540039e-01,1.000000000000000000e+00
-4.996711760759353638e-02,2.552262321114540100e-02,5.595238879323005676e-02,8.522549271583557129e-02,1.000000000000000000e+00
-4.945666715502738953e-02,2.197997421026229858e-01,5.765689909458160400e-02,-1.892927289009094238e-01,0.000000000000000000e+00
-4.506067186594009399e-02,2.390235662460327148e-02,5.387104675173759460e-02,1.210068166255950928e-01,1.000000000000000000e+00
-4.458262398838996887e-02,2.182127535343170166e-01,5.629118159413337708e-02,-1.542055308818817139e-01,0.000000000000000000e+00
-4.021836817264556885e-02,2.233188785612583160e-02,5.320706963539123535e-02,1.556912511587142944e-01,0.000000000000000000e+00
-3.977173194289207458e-02,-1.735099107027053833e-01,5.632089450955390930e-02,4.646736979484558105e-01,1.000000000000000000e+00
-4.324192926287651062e-02,2.077284269034862518e-02,6.561437249183654785e-02,1.902612596750259399e-01,1.000000000000000000e+00
-4.282647371292114258e-02,2.148977369070053101e-01,6.941959261894226074e-02,-8.102269470691680908e-02,0.000000000000000000e+00
-3.852851688861846924e-02,1.885286346077919006e-02,6.779914349317550659e-02,2.327293008565902710e-01,1.000000000000000000e+00
-3.815146163105964661e-02,2.129438519477844238e-01,7.245372980833053589e-02,-3.782061859965324402e-02,0.000000000000000000e+00
-3.389258310198783875e-02,1.686172746121883392e-02,7.169731706380844116e-02,2.768136560916900635e-01,0.000000000000000000e+00
-3.355534747242927551e-02,-1.792059689760208130e-01,7.723359018564224243e-02,5.912205576896667480e-01,1.000000000000000000e+00
-3.713946789503097534e-02,1.475455984473228455e-02,8.905799686908721924e-02,3.238312005996704102e-01,1.000000000000000000e+00
-3.684437647461891174e-02,2.085029929876327515e-01,9.553462266921997070e-02,6.050875037908554077e-02,1.000000000000000000e+00
-3.267431631684303284e-02,4.021345674991607666e-01,9.674479812383651733e-02,-2.005697339773178101e-01,0.000000000000000000e+00
-2.463162504136562347e-02,2.057716548442840576e-01,9.273340553045272827e-02,1.209959462285041809e-01,1.000000000000000000e+00
-2.051619254052639008e-02,3.994510769844055176e-01,9.515332430601119995e-02,-1.410503685474395752e-01,0.000000000000000000e+00
-1.252717059105634689e-02,2.031042575836181641e-01,9.233231842517852783e-02,1.800704449415206909e-01,1.000000000000000000e+00
-8.465085178613662720e-03,3.967919647693634033e-01,9.593372792005538940e-02,-8.211643993854522705e-02,0.000000000000000000e+00
-5.292459391057491302e-04,2.004350721836090088e-01,9.429139643907546997e-02,2.392258793115615845e-01,1.000000000000000000e+00
3.479455597698688507e-03,3.940923810005187988e-01,9.907591342926025391e-02,-2.228911221027374268e-02,0.000000000000000000e+00
1.136130373924970627e-02,1.976994723081588745e-01,9.863013029098510742e-02,2.999362945556640625e-01,1.000000000000000000e+00
1.531529333442449570e-02,3.912873864173889160e-01,1.046288534998893738e-01,3.991596400737762451e-02,1.000000000000000000e+00
2.314103953540325165e-02,5.847654938697814941e-01,1.054271757602691650e-01,-2.180093079805374146e-01,0.000000000000000000e+00
3.483634814620018005e-02,3.883067965507507324e-01,1.010669916868209839e-01,1.059807315468788147e-01,1.000000000000000000e+00
4.260248690843582153e-02,5.818460583686828613e-01,1.031866073608398438e-01,-1.531836539506912231e-01,0.000000000000000000e+00
5.423940718173980713e-02,3.854096233844757080e-01,1.001229286193847656e-01,1.701868176460266113e-01,1.000000000000000000e+00
6.194759905338287354e-02,5.789665579795837402e-01,1.035266667604446411e-01,-8.930757641792297363e-02,1.000000000000000000e+00
7.352693378925323486e-02,7.724639773368835449e-01,1.017405167222023010e-01,-3.476171791553497314e-01,0.000000000000000000e+00
8.897621184587478638e-02,5.760532021522521973e-01,9.478817135095596313e-02,-2.466436102986335754e-02,1.000000000000000000e+00
1.004972755908966064e-01,7.696970105171203613e-01,9.429488331079483032e-02,-2.860001623630523682e-01,0.000000000000000000e+00
1.158912107348442078e-01,5.733655691146850586e-01,8.857487887144088745e-02,3.487029299139976501e-02,1.000000000000000000e+00
1.273585259914398193e-01,7.671130299568176270e-01,8.927229046821594238e-02,-2.286046296358108521e-01,0.000000000000000000e+00
1.427007913589477539e-01,5.708363056182861328e-01,8.470019698143005371e-02,9.084931015968322754e-02,0.000000000000000000e+00
1.541175097227096558e-01,3.746088743209838867e-01,8.651718497276306152e-02,4.090073704719543457e-01,1.000000000000000000e+00
1.616096943616867065e-01,5.684044361114501953e-01,9.469732642173767090e-02,1.448056101799011230e-01,1.000000000000000000e+00
1.729777753353118896e-01,7.620516419410705566e-01,9.759344160556793213e-02,-1.165643483400344849e-01,0.000000000000000000e+00
1.882188171148300171e-01,5.656766295433044434e-01,9.526215493679046631e-02,2.052434384822845459e-01,1.000000000000000000e+00
1.995323449373245239e-01,7.593163847923278809e-01,9.936702251434326172e-02,-5.593446642160415649e-02,0.000000000000000000e+00
2.147186696529388428e-01,5.629204511642456055e-01,9.824833273887634277e-02,2.663720846176147461e-01,1.000000000000000000e+00
2.259770780801773071e-01,7.565128803253173828e-01,1.035757735371589661e-01,6.222347263246774673e-03,1.000000000000000000e+00
2.411073446273803711e-01,9.500086903572082520e-01,1.037002205848693848e-01,-2.520689964294433594e-01,1.000000000000000000e+00
